87,Hangares,5,19.424610000000,-99.088300000000,"86,88",
89,El Rosario,6,19.504660000000,-99.200100000000,"90,100",
90,Tezozómoc,6,19.494900000000,-99.196200000000,"89,91",
91,UAM-Azcapotzalco,6,19.490890000000,-99.186300000000,"90,92",
92,Ferrería,6,19.490640000000,-99.174100000000,"91,93",
93,Norte 45,6,19.488780000000,-99.163100000000,"92,94",
94,Vallejo,6,19.489830000000,-99.156000000000,"93,95",
95,Instituto del Petróleo,6,19.493150000000,-99.145100000000,"94,96,77",
96,Lindavista,6,19.487950000000,-99.134700000000,"95,97",
97,Deportivo 18 De Marzo,6,19.485120000000,-99.125500000000,"96,98,46",
98,La Villa – Basílica,6,19.481700000000,-99.118400000000,"97,99",
99,Martin Carrera,6,19.484980000000,-99.104400000000,"98,66",
100,El Rosario,7,19.504650000000,-99.200100000000,"101,89",
101,Aquiles Serdán,7,19.490620000000,-99.195300000000,"100,102",
102,Camarones,7,19.479110000000,-99.189800000000,"101,103",
103,Refinería,7,19.469590000000,-99.190100000000,"102,104",
104,Tacuba,7,19.459240000000,-99.187500000000,"103,105",
105,San Joaquín,7,19.445060000000,-99.191800000000,"104,106",
106,Polanco,7,19.433570000000,-99.191000000000,"105,107",
107,Auditorio,7,19.425110000000,-99.191900000000,"106,108",
108,Constituyentes,7,19.411720000000,-99.187400000000,"107,109",
109,Tacubaya,7,19.401930000000,-99.187400000000,"108,110,19,133",
110,San Pedro de los Pinos,7,19.391410000000,-99.185800000000,"109,111",
111,San Antonio,7,19.384490000000,-99.186700000000,"110,112",
112,Mixcoac,7,19.376160000000,-99.187800000000,"111,113,145",
113,Barranca Del Muerto,7,19.361550000000,-99.189300000000,112,
114,Garibaldi / Lagunilla,8,19.444458000000,-99.139724000000,115,
115,Bellas Artes,8,19.435500000000,-99.141300000000,"114,116,31",
116,San Juan de Letrán,8,19.431300000000,-99.141600000000,"115,117",
117,Salto del Agua,8,19.426900000000,-99.142200000000,"116,118,12",
118,Doctores,8,19.421600000000,-99.143300000000,"117,119",
119,Obrera,8,19.413600000000,-99.144100000000,"118,120",
120,Chabacano,8,19.408300000000,-99.135800000000,"119,121,36,138",
121,La Viga,8,19.406300000000,-99.126100000000,"120,122",
122,Santa Anita,8,19.402700000000,-99.121600000000,"121,123,75",
123,Coyuya,8,19.415200000000,-99.113600000000,"122,124",
124,Iztacalco,8,19.388600000000,-99.112200000000,"123,125",
125,Apatlaco,8,19.379100000000,-99.109700000000,"124,126",
126,Aculco,8,19.374100000000,-99.108000000000,"126,127",
127,Escuadrón 201,8,19.365000000000,-99.109400000000,"126,128",
128,Atlalilco,8,19.356134000000,-99.101315000000,"127,129,153",
129,Iztapalapa,8,19.357700000000,-99.093300000000,"128,130",
130,Cerro de la Estrella,8,19.356100000000,-99.085500000000,"129,131",
131,UAM I,8,19.351100000000,-99.074700000000,"130,132",
132,Constitución de 1917,8,19.345800000000,-99.063800000000,131,
133,Tacubaya,9,19.400600000000,-99.188600000000,"134,19,109",
134,Patriotismo,9,19.406400000000,-99.179200000000,"133,135",
135,Chilpancingo,9,19.405800000000,-99.168900000000,"134,136",
136,Centro Médico,9,19.406600000000,-99.155200000000,"135,137,56",
137,Lázaro Cárdenas,9,19.407400000000,-99.144300000000,"136,138",
138,Chabacano,9,19.408800000000,-99.135500000000,"137,139,37,120",
139,Jamaica,9,19.409200000000,-99.122200000000,"138,140",
140,Mixihuca,9,19.408500000000,-99.112700000000,"139,141",
141,Velódromo,9,19.408300000000,-99.101800000000,"140,142",
142,Ciudad Deportiva,9,19.408800000000,-99.091400000000,"141,143",
143,Puebla,9,19.407700000000,-99.082300000000,"142,144",
145,Mixcoac,12,19.375891000000,-99.187531000000,"146,112",
146,Insurgentes Sur,12,19.373600000000,-99.178800000000,"145,147",
147,Hospital 20 de Noviembre,12,19.372000000000,-99.171000000000,"146,148",
148,Zapata,12,19.370952000000,-99.164937000000,"147,149",
149,Parque de los Venados,12,19.370700000000,-99.158700000000,"148,150",
150,Eje Central,12,19.361400000000,-99.151400000000,"149,151",
151,Ermita,12,19.360103600000,-99.142446100000,"150,152,42",
152,Mexicaltzingo,12,19.357777800000,-99.123855400000,"151,153",
153,Atlalilco,12,19.356134000000,-99.101315000000,"152,154",
154,Culhuacán,12,19.336944400000,-99.106700200000,"153,155",
155,San Andrés Tomatlán,12,19.328333300000,-99.107188700000,"154,156",
156,Lomas Estrella,12,19.322222200000,-99.098299800000,"155,157",
157,Calle 11,12,19.320500000000,-99.085700000000,"156,158",
158,Periférico Oriente,12,19.317700000000,-99.074600000000,"157,159",
159,Tezonco,12,19.306176900000,-99.067784800000,"158,160",
160,Olivos,12,19.304166666667,-99.059722222222,"159,161",
161,Nopalera,12,19.300000000000,-99.048855400000,"160,162",
162,Zapotitlán,12,19.296666666667,-99.034444444444,"161,163",
163,Tlaltenco,12,19.294166666667,-99.023888888889,"162,164",
164,Tláhuac,12,19.285833300000,-99.016355400000,163,
166,Agrícola Oriental,A,19.404835000000,-99.069901000000,"165,167",
167,Canal de San Juan,A,19.398683000000,-99.059365000000,"166,168",
168,Tepalcates,A,19.391335000000,-99.046383000000,"167,169",
169,Guelatao,A,19.385162000000,-99.035740000000,"168,170",
170,Peñón Viejo,A,19.373320000000,-99.017093000000,"169,171",
171,Acatitla,A,19.364737000000,-99.005892000000,"170,172",
172,Santa Marta,A,19.360000000000,-98.994863000000,"171,173",
173,Los Reyes,A,19.358968000000,-98.976903000000,"172,174",
174,La Paz,A,19.350526000000,-98.960745000000,173,
175,Buenavista,B,19.446780000000,-99.152800000000,176,
176,Guerrero,B,19.445170000000,-99.145700000000,"175,177,50",
177,Garibaldi / Lagunilla,B,19.443980000000,-99.138700000000,"176,178,114",
178,Lagunilla,B,19.444280000000,-99.132000000000,"177,179",
179,Tepito,B,19.442920000000,-99.124100000000,"178,180",
180,Morelos,B,19.439880000000,-99.118300000000,"179,181",
181,San Lázaro,B,19.432070000000,-99.113700000000,"180,182,7",
182,R. Flores Magón,B,19.436770000000,-99.103600000000,"181,183",
183,Romero Rubio,B,19.440930000000,-99.094500000000,"182,184",
184,Oceanía,B,19.445010000000,-99.086600000000,"183,185,85",
185,Deportivo Oceanía,B,19.451220000000,-99.079400000000,"184,186",
186,Bosques de Aragón,B,19.458130000000,-99.069000000000,"185,187",
187,Villa de Aragón,B,19.461850000000,-99.061200000000,"186,188",
188,Nezahualcóyotl,B,19.472870000000,-99.054700000000,"187,189",
189,Impulsora,B,19.485830000000,-99.049000000000,"188,190",
190,Rio De Los Remedios,B,19.491110000000,-99.046500000000,"189,191",
191,Muzquiz,B,19.501370000000,-99.042100000000,"190,192",
192,Ecatepec,B,19.515440000000,-99.036000000000,"191,193",
193,Olímpica,B,19.521290000000,-99.033300000000,"192,194",
194,Plaza Aragón,B,19.528350000000,-99.030200000000,"193,195",
195,Ciudad Azteca,B,19.535060000000,-99.027500000000,194,
